Column 1,user_id,signup_time,purchase_time,signup_time-purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,N[device_id]
38008,224569,05/13/2015 12:13 AM,07/13/2015 6:53 PM,88960,36,MYSEFTESEDJCY,Ads,FireFox,F,42,4280074176,1
91076,372594,06/28/2015 3:22 PM,07/01/2015 6:31 PM,4509,41,CBGJQPPEWUVOI,Ads,IE,M,41,3908531477,1
118764,96433,01/15/2015 1:27 AM,05/02/2015 4:30 AM,154263,54,VQWBEOVMDCUNY,SEO,Chrome,F,41,1829321232,1
63370,390216,01/19/2015 7:31 AM,02/12/2015 12:57 PM,34886,43,AMJUGRDKVYQVV,Ads,FireFox,F,35,2082433492,1
24498,97870,02/04/2015 7:13 AM,04/21/2015 6:50 AM,109417,37,ISHBIBKIAUPUR,Direct,Chrome,F,39,4129281073,1
150758,63391,04/26/2015 3:38 PM,08/05/2015 10:34 PM,145856,51,ILUYWCNVWQBQV,Ads,FireFox,M,33,3030314624,1
55953,224778,01/30/2015 2:14 PM,02/18/2015 6:29 AM,26895,35,XPOSXWCTOEQXW,Direct,IE,F,30,124593148.9,1
13322,132079,04/22/2015 4:19 PM,08/09/2015 5:03 AM,156284,30,MJPQSOOHJMSAU,Ads,IE,F,29,682915099.3,1
103427,10783,06/15/2015 3:28 AM,07/10/2015 7:49 AM,36261,18,NBQFMWXKMNHPU,SEO,Safari,F,30,3483993994,1
34382,285954,05/13/2015 12:56 AM,06/20/2015 3:26 AM,54870,42,UNNGSZPTHNYSU,SEO,IE,F,21,3988713349,1
20658,219980,07/28/2015 7:41 PM,11/02/2015 4:01 AM,138740,32,LKXAXCCZYUJNZ,SEO,Chrome,F,38,2204588974,1
37319,83080,01/12/2015 8:23 PM,01/12/2015 8:23 PM,0,35,CXLOKBPXLVACJ,Direct,IE,M,31,3640369182,10
70510,293845,05/28/2015 7:22 AM,06/05/2015 9:36 AM,11654,26,ZDOSMHGOUIEAW,Direct,Chrome,M,26,2815106896,1
56108,354622,04/08/2015 6:57 AM,06/09/2015 8:39 PM,90102,11,LNISLVBYPGJPA,SEO,IE,M,33,306433700.3,1
42133,246961,02/16/2015 1:56 PM,05/24/2015 4:55 PM,139859,24,QAXZVTGSOJWCR,Ads,FireFox,M,42,3495521314,1
37428,91124,02/13/2015 12:06 PM,05/23/2015 4:18 PM,142812,25,MBHJZNQGMKBJX,SEO,Chrome,M,42,3352961925,1
148217,12750,01/28/2015 2:13 AM,02/03/2015 7:22 AM,8949,9,PJHCXLTTLFOMR,Ads,FireFox,F,43,2791902106,2
38330,44862,08/06/2015 1:14 PM,10/23/2015 11:07 PM,112913,15,OVJRHHDQIEFTV,Direct,Safari,M,50,3582558309,2
45229,263523,05/09/2015 3:39 AM,08/24/2015 2:59 PM,154760,15,NNPGFHHTBNZMZ,Direct,Chrome,F,24,2601570290,1
74182,10973,04/18/2015 7:55 PM,07/06/2015 2:19 PM,113424,10,CSAJSSHWJAKKA,Ads,Opera,M,35,871791159.6,1
41930,65714,07/20/2015 6:11 PM,10/07/2015 1:30 AM,112759,57,LDLUPMDKCAQFV,Ads,IE,M,36,1407845498,1
111847,272571,07/28/2015 6:20 PM,08/24/2015 11:16 AM,38456,17,SAEGGCGSVXABT,Ads,Safari,F,20,822315582.6,1
29202,125444,03/23/2015 3:42 PM,05/30/2015 8:48 AM,97506,42,RXSZJZAIUSDRG,Ads,Chrome,M,36,2601630843,1
32862,360297,02/03/2015 9:29 PM,03/31/2015 10:24 AM,79975,35,UDCGNFIEATYMD,SEO,Safari,M,44,3285845766,1
69514,359223,02/24/2015 4:13 AM,05/13/2015 5:14 PM,113101,35,QTFZZAWMLFVIP,Ads,FireFox,F,38,2299101503,1
79539,30437,05/27/2015 12:07 PM,06/25/2015 6:45 PM,42158,53,TGQHXQHYMPOYM,Direct,IE,M,22,3205111645,1
31480,56425,04/07/2015 6:22 AM,06/05/2015 2:27 PM,85445,96,ZURTMEQBENGHJ,Direct,IE,M,34,3165578956,1
109476,32366,03/28/2015 10:11 PM,06/17/2015 10:16 PM,116645,19,WURNCBFOMFRXX,Ads,Chrome,M,33,2378509440,1
74138,236576,07/27/2015 6:16 PM,09/23/2015 10:32 AM,83056,20,TUAOHSBPUBABC,Direct,IE,F,20,4055891247,1
51709,270508,03/16/2015 5:37 PM,07/05/2015 12:45 PM,159548,45,BLMRORNCBJGKB,Ads,IE,M,28,477376280.4,1
53506,175086,04/29/2015 4:16 AM,07/15/2015 3:08 PM,111532,80,CJUBCTGQRKEXP,SEO,Safari,M,27,2352268177,1
17576,212136,01/13/2015 2:06 AM,01/13/2015 2:06 AM,0,20,MAPWMXUMJRIGV,SEO,Chrome,F,20,2352611864,12
11933,179548,08/03/2015 1:51 AM,09/01/2015 2:07 PM,42496,54,BWWYMEOYYQGJZ,SEO,Chrome,M,34,3570188973,1
5073,233493,06/04/2015 7:06 AM,08/18/2015 11:27 PM,108981,23,YJYIXFKFZUENN,Ads,IE,M,43,3210328279,1
39849,8231,02/24/2015 12:15 AM,05/25/2015 4:45 PM,130590,17,OUMWJHARDXVJY,SEO,Safari,M,48,2497809867,1
131322,68851,06/24/2015 8:28 PM,09/28/2015 11:45 PM,138437,40,NHRCCGZXMOHTJ,Ads,Chrome,F,20,3985826209,1
32131,131869,05/25/2015 11:35 PM,07/13/2015 3:52 PM,70097,47,VMNLNCWSMULTY,SEO,Safari,M,22,3127403797,1
87585,376588,02/02/2015 7:57 AM,04/27/2015 9:25 PM,121768,21,OJKNYEJFBAHRA,Direct,Safari,F,48,353168380.6,1
3705,21276,06/09/2015 10:42 AM,09/21/2015 5:39 PM,150177,16,DDCIRPTXXYXHH,Ads,Safari,M,33,3051983790,1
114193,60354,04/01/2015 12:26 AM,05/03/2015 6:34 PM,47168,90,GOVNHDFULPFYX,Direct,IE,M,42,2784796680,1
27240,108282,02/10/2015 12:53 PM,05/26/2015 10:20 AM,151047,17,UYPJKEIEHPSXR,SEO,IE,M,38,1892371467,1
73233,371401,01/18/2015 8:50 AM,03/21/2015 8:29 AM,89259,85,PXPFTYTCIGVDP,SEO,Safari,F,26,1001101899,1
110400,214120,03/22/2015 9:50 AM,06/09/2015 12:53 AM,113223,50,OZVKVXDXCMWND,Ads,IE,M,25,465104698.8,1
111727,282219,04/26/2015 5:12 AM,06/26/2015 5:27 PM,88575,35,BWDYUQIMWMUVC,Direct,FireFox,F,27,3458298804,1
113845,38378,04/03/2015 12:03 PM,05/19/2015 11:52 AM,66229,52,MGMJEFDXTOCNK,SEO,Safari,M,26,3809978556,1
29619,231778,05/23/2015 4:06 AM,08/08/2015 8:03 AM,111117,25,EIERXOJMXTVHB,SEO,Chrome,M,31,2413179449,1
71954,154386,01/12/2015 5:39 AM,01/12/2015 5:39 AM,0,53,HJPYSKWKMILVM,SEO,IE,M,22,3807390688,4
126548,314150,01/09/2015 8:41 AM,01/14/2015 12:02 AM,6681,17,THCAMJAAYCEOO,Direct,Chrome,M,26,740858014.7,1
113746,320180,06/26/2015 5:01 AM,10/15/2015 12:32 AM,159571,34,ESSMSLFABGBVX,Ads,FireFox,F,29,730598817.1,1
30557,375535,01/04/2015 10:48 AM,02/28/2015 9:04 AM,79096,34,BIFVRQXYFXXRI,Ads,Safari,M,25,3813643418,1
122003,309080,05/09/2015 1:36 PM,08/26/2015 8:05 AM,156629,54,VYSHECFOFAHIE,Direct,Chrome,F,21,3567881827,1
127961,33675,06/15/2015 9:54 PM,08/06/2015 12:50 AM,73616,82,XDIAAEAYELSEV,Ads,FireFox,M,25,1095377635,1
69696,84313,06/21/2015 2:13 PM,08/01/2015 1:27 PM,58994,34,FEZDNCNBUUVFV,Direct,Chrome,F,19,77850681.74,1
41467,374479,04/29/2015 8:29 AM,06/25/2015 3:04 AM,81755,19,FMZUFRLFPKFRG,SEO,Safari,M,32,2249580067,1
17086,69870,04/26/2015 9:10 PM,07/02/2015 11:51 PM,96641,19,HKUYYLXQOVVNC,Direct,IE,M,42,2734876767,1
77119,334856,08/16/2015 3:12 AM,08/21/2015 11:32 PM,8420,42,LAPYOACUHERSP,Direct,Chrome,M,39,3906385191,1
72995,115225,01/21/2015 2:57 AM,02/06/2015 9:19 PM,24142,24,ATDCVFCPFXXHG,Ads,Chrome,M,32,417382537.9,1
141676,103112,03/21/2015 6:51 PM,07/10/2015 11:15 PM,160104,63,LTOXSKAOBTJVO,Direct,Chrome,F,31,412842736.3,1
107561,11415,03/13/2015 12:29 PM,06/30/2015 10:42 AM,156853,61,ZYWXUBJCTOWEQ,Ads,Chrome,F,45,2360459746,1
54166,393583,03/13/2015 4:08 AM,04/27/2015 2:32 AM,64704,34,FGUIRJVLVOUNU,SEO,Safari,M,42,1344307173,1
11341,85573,05/06/2015 3:47 PM,06/17/2015 5:48 PM,60601,14,MJSOCNFVGSIAT,SEO,IE,F,47,2588156915,1
68400,205837,06/21/2015 4:03 AM,10/03/2015 9:33 PM,150810,51,ZQFGOOSHQJUAI,Ads,Chrome,M,35,3444903139,1
14295,253068,06/03/2015 12:56 AM,09/25/2015 12:48 PM,164872,38,UOHOYCZNLWNYL,SEO,Chrome,F,22,2935867216,2
122370,282989,05/25/2015 10:28 AM,07/18/2015 7:34 PM,78306,76,RAAPLEHPGDBNG,SEO,Chrome,F,21,3000240387,1
146549,113434,04/13/2015 11:37 AM,07/15/2015 7:48 PM,134411,57,TMBLATNPBWCUE,SEO,Safari,F,32,3364334476,1
103389,27774,02/17/2015 1:17 AM,04/04/2015 3:05 PM,67068,13,BKHZXIBQFBLIP,SEO,IE,F,31,395571143.9,1
77501,243131,06/06/2015 5:38 AM,09/14/2015 2:32 AM,143814,33,CIVPHYJBDCDQT,SEO,Chrome,M,21,2926097317,1
73303,200366,06/02/2015 3:10 PM,09/18/2015 11:05 PM,155995,28,PSFJXUDZUZDHQ,SEO,IE,M,49,3519958468,1
80694,209765,04/20/2015 4:36 PM,05/04/2015 8:13 PM,20377,22,HLLILJFTTZGZK,Ads,IE,M,39,3216899395,1
74202,224769,03/10/2015 11:41 PM,03/19/2015 2:47 AM,11706,45,BIOYJEPRVMOCR,SEO,IE,M,40,1945935191,1
132050,77612,03/16/2015 7:51 AM,03/20/2015 12:05 PM,6014,15,CZKHQVDGMOLJR,SEO,Chrome,F,46,4022834033,1
65909,369510,02/19/2015 2:55 PM,03/01/2015 10:50 PM,14875,20,OHRYRYPEMWWUN,SEO,Chrome,F,36,2678787978,1
149741,102347,03/07/2015 7:26 PM,06/14/2015 2:32 PM,142266,37,QRDXMJMRMWVEQ,Ads,Chrome,F,29,3351190490,1
31746,299867,05/04/2015 2:01 AM,05/27/2015 10:20 AM,33619,70,ENGYEWAQSGENM,Ads,Chrome,M,39,950931361.6,1
135322,166667,06/03/2015 11:46 AM,07/07/2015 10:51 PM,49625,50,FJIDMDMPIYDUE,SEO,FireFox,F,45,2317839332,1
140154,328976,05/10/2015 2:57 PM,08/17/2015 4:44 AM,141947,23,HZBVMYNYRLNQO,SEO,Chrome,F,38,2483380062,1
16167,297659,01/11/2015 10:02 AM,03/22/2015 11:14 PM,101592,34,NEUOPHATXRWZL,SEO,IE,M,22,701226430,1
66053,41463,06/13/2015 10:11 PM,07/04/2015 5:21 AM,29230,26,HBRXNJFSKGAAK,Direct,Safari,M,30,578010486.7,1
111868,42829,05/08/2015 2:38 PM,07/02/2015 9:06 AM,78868,14,WQOHRVJWWWVPX,SEO,Chrome,F,35,141294861.3,1
101342,299580,01/02/2015 10:12 AM,01/02/2015 10:12 AM,0,16,TPDHPKWICQKTG,Direct,FireFox,M,28,3773850755,9
137595,149019,05/07/2015 6:00 PM,06/19/2015 8:58 PM,62098,52,ZKNWFIWTDWTEC,Ads,Safari,F,32,2697189836,1
30586,124019,01/16/2015 8:34 AM,03/05/2015 4:55 AM,68901,14,JDXSNIYRYSLCX,SEO,Chrome,M,26,1498446891,1
14812,179074,06/01/2015 11:12 AM,06/02/2015 5:51 AM,1119,45,KCQEAJMGTGDUD,Direct,Chrome,F,26,3080342123,1
24130,375026,01/09/2015 9:39 PM,03/17/2015 3:15 PM,96096,39,YNKGTFJTPYNHF,SEO,IE,M,36,425882228,1
38543,277430,07/06/2015 2:12 AM,10/24/2015 11:47 PM,159695,33,HQIOJSPFLXMDV,SEO,FireFox,M,27,2485272898,1
70841,349875,08/08/2015 11:47 PM,08/12/2015 2:15 PM,5188,56,ZANHYMEGGHFJT,SEO,Chrome,M,30,815194562.8,1
5434,32016,01/12/2015 5:38 PM,02/13/2015 3:37 PM,45959,33,SDJQRPKXQFBED,Ads,Chrome,M,45,3058785441,16
79443,313718,06/16/2015 3:29 PM,07/13/2015 1:24 AM,38035,51,OYICXRCSXLBHW,Ads,IE,M,30,3718873794,1
9907,318515,02/21/2015 10:01 AM,05/21/2015 1:34 AM,127653,39,KHELMCVJIZFQF,Ads,Safari,M,34,2017867010,1
42262,228002,01/03/2015 12:49 PM,01/03/2015 12:49 PM,0,15,BZHAFQIVPNOWY,Ads,Chrome,M,32,1011887586,6
103384,341988,01/26/2015 6:56 PM,02/06/2015 6:14 PM,15798,16,KGSTEAFUXSEXV,Ads,Chrome,M,20,2096010781,1
104291,98101,02/13/2015 11:44 AM,06/13/2015 1:09 AM,172165,95,URGLACSCGZRVT,Direct,Safari,M,24,3608228863,1
84463,18768,07/27/2015 8:13 PM,10/22/2015 8:46 PM,125313,52,RZPZZNFDXMKAB,Ads,Chrome,M,32,3023796221,1
138970,42235,08/17/2015 12:03 PM,08/18/2015 6:53 PM,1850,58,KGEODBADBSWYL,SEO,Opera,F,24,1234842917,1
73044,11149,05/12/2015 4:48 AM,07/25/2015 6:25 AM,106657,41,BQCCHFEBIYYQA,SEO,IE,M,22,881930792.3,1
127552,199986,04/16/2015 12:22 PM,05/07/2015 10:57 AM,30155,40,EZRKAOVLSPEXW,SEO,FireFox,M,38,1552990645,1
66383,342930,03/01/2015 2:22 AM,06/16/2015 1:08 AM,154006,19,RNYQYADHJXVKF,Ads,IE,M,40,1025680249,1
118482,222363,01/16/2015 2:38 AM,03/20/2015 7:25 AM,91007,59,OIENMMMJZMWOY,Ads,FireFox,F,40,49707122.84,1
42371,131183,03/16/2015 8:55 PM,03/25/2015 5:28 PM,12753,57,IKBYWDTXWKCHJ,Direct,Safari,M,25,2021825108,1
20142,146703,02/15/2015 3:47 PM,04/14/2015 4:41 AM,82854,31,DLAIWKPZAHFZW,SEO,Safari,M,32,2032956881,1
79425,248758,05/04/2015 8:24 PM,06/24/2015 1:06 PM,73002,68,LNYITIGSATMOR,SEO,FireFox,M,42,664962206.5,1
21671,24365,03/01/2015 6:43 AM,03/06/2015 10:18 PM,8135,58,HMBXUYIENCHAV,Direct,FireFox,M,35,369369325.8,1
110039,71166,02/20/2015 10:06 PM,05/25/2015 7:27 AM,134481,46,VHEMKZMRVAZJL,SEO,Chrome,F,24,85042780.23,1
102947,395955,08/17/2015 6:56 PM,10/22/2015 6:47 PM,95031,60,EPVDVGVPPNBEL,Ads,IE,F,40,3740846374,1
20949,207003,01/01/2015 3:43 PM,01/01/2015 3:43 PM,0,44,YJVLIJCJUHZTH,Direct,IE,F,34,3874175297,13
88216,203011,06/20/2015 11:35 AM,07/20/2015 2:47 PM,43392,21,DKXLYZVFHQYME,Direct,Chrome,M,41,648983281.5,1
12741,119723,01/26/2015 10:36 PM,05/21/2015 2:53 AM,164417,12,RXKLBBFLOHKVK,SEO,Chrome,M,29,3539870792,1
125351,189879,05/05/2015 4:30 PM,06/19/2015 3:40 PM,64750,39,TNMMYHZEFOQAL,Ads,IE,F,27,2066494624,1
61459,187808,07/27/2015 9:47 PM,09/30/2015 2:05 AM,92418,38,FNIEUDUYQZCEJ,SEO,Chrome,M,47,3667376509,1
71454,307504,01/11/2015 3:03 PM,04/07/2015 5:27 PM,123984,15,XIBRISCHGASPF,SEO,IE,M,38,3241681633,1
128092,391196,02/19/2015 1:17 PM,05/14/2015 1:58 AM,120281,25,ONTRSNBGEPIIZ,Ads,Chrome,M,44,102955430.8,1
32650,219531,04/27/2015 12:14 AM,05/31/2015 1:19 PM,49745,51,USGKIJVUGYBUF,Direct,Safari,M,36,3041438879,1
123594,209332,06/16/2015 10:36 PM,07/01/2015 3:40 AM,20464,9,XTBIDMZBAFDTO,SEO,Chrome,F,25,1619328034,1
110874,166336,01/10/2015 2:55 AM,01/10/2015 2:55 AM,0,9,LQRQNWLSCTHZM,Ads,Chrome,F,30,1421335324,8
105074,288217,04/19/2015 8:31 PM,05/02/2015 1:28 AM,17577,50,PEUAUOKEEMZAT,SEO,IE,M,28,3215703591,1
42580,43713,02/24/2015 1:58 PM,03/15/2015 4:34 PM,27516,43,QIDJFJPEWOTUX,Direct,FireFox,F,34,1178878144,1
16740,65764,07/23/2015 9:25 AM,09/20/2015 5:59 AM,84754,51,WJWRBOKDOTAOX,SEO,Chrome,M,37,3197808648,1
103095,61993,07/29/2015 10:37 AM,11/01/2015 10:24 PM,137507,32,RPOZGGQPHECGU,Direct,IE,F,26,1492502639,1
91082,57722,07/10/2015 4:37 PM,08/30/2015 9:10 PM,73713,29,FJEWTVPGCLSYV,Direct,Chrome,M,37,553220148.9,1
17102,340039,02/08/2015 11:22 PM,05/09/2015 10:43 AM,128841,74,GCXYRTEHKUROM,Ads,IE,M,20,830783963.4,1
89917,112685,03/30/2015 5:57 AM,07/20/2015 8:24 PM,162147,15,GWMMGEDNYWUME,SEO,IE,M,27,1847252461,1
89094,220179,08/01/2015 9:24 AM,10/11/2015 10:13 PM,103009,45,XOIXRHTABJQEF,Direct,Chrome,M,20,933183150.5,1
107114,108145,08/06/2015 2:40 PM,08/14/2015 4:16 AM,10896,10,UVZGSMWXITTWY,Ads,Chrome,M,27,304902696.7,1
61400,116770,03/14/2015 10:31 PM,04/26/2015 8:27 AM,61076,29,TBUYHUWBNOUUG,Ads,Safari,M,35,286013838.3,1
56949,383228,02/19/2015 7:17 PM,03/11/2015 6:21 AM,28024,25,JUNASOMOENPSC,SEO,IE,F,24,2356034862,1
79080,12181,05/22/2015 11:58 PM,07/07/2015 1:14 AM,64876,61,YLFNFGISUKMCL,Direct,Chrome,F,37,2989680205,1
59827,197821,04/26/2015 10:48 PM,06/15/2015 2:45 AM,70797,29,NPQRRPIOEIQXY,Ads,Safari,F,47,1487560428,1
122444,320148,05/23/2015 7:09 PM,08/20/2015 11:44 AM,127715,67,PVUUOLDWTAPXC,Ads,FireFox,M,43,3951105180,1
53664,7590,06/15/2015 8:17 AM,09/13/2015 4:17 AM,129360,28,ALMYTGHQWJOBT,Ads,IE,F,32,3900751238,1
81017,318610,05/25/2015 9:50 PM,07/20/2015 12:01 AM,79331,71,XMWERTTXIQMKC,Ads,Chrome,F,42,804306773.8,1
88133,38235,06/01/2015 8:56 AM,07/22/2015 8:46 PM,74150,36,NUSWVSKJOSWFZ,SEO,Chrome,M,37,1053591048,1
75304,146815,04/26/2015 12:06 AM,05/28/2015 12:48 AM,46122,17,GOSYDVWEEUJSH,SEO,IE,F,48,2962256550,1
148145,111110,05/01/2015 10:49 AM,07/08/2015 9:15 PM,98546,43,KRLPHGDCGTDVE,Ads,Chrome,M,37,1388707167,1
78831,122830,04/14/2015 4:49 AM,06/30/2015 5:10 PM,111621,21,HDSQRMGFIGOCQ,SEO,Chrome,M,29,3753308139,1
61444,93278,07/28/2015 5:51 PM,11/04/2015 4:28 PM,142477,44,MFHVJQFTZGQKX,SEO,IE,F,41,3877680359,1
58400,4253,05/03/2015 3:50 PM,05/18/2015 5:17 AM,20967,19,XNGTAOPWAOQWY,SEO,IE,F,32,2702815973,1
5613,90053,01/06/2015 9:48 PM,03/19/2015 9:27 AM,102939,45,FRITFBEXOSJEI,Ads,IE,F,22,1367517508,12
29251,205284,06/15/2015 11:46 PM,07/08/2015 2:32 AM,31846,39,UJQNCLVGUUETE,SEO,Chrome,M,35,2808513550,1
125435,233131,07/06/2015 5:18 PM,10/13/2015 8:05 AM,142007,14,TALXZDIPSKGGZ,Ads,Safari,F,22,1227895819,2
141370,333261,01/17/2015 3:20 AM,01/22/2015 9:57 AM,7597,26,MHXHVQNOFIZAY,SEO,Chrome,F,28,530524677.3,1
80206,5149,03/15/2015 8:28 AM,04/19/2015 7:43 AM,50355,24,QZJMZJJFTPRZY,Ads,Chrome,M,43,4107910605,1
63562,89892,03/19/2015 3:52 AM,06/01/2015 1:32 AM,106420,38,FSGNFHLREPWYX,SEO,Chrome,M,20,2804018274,1
40901,193595,01/04/2015 5:28 AM,04/21/2015 8:12 AM,154244,41,CEPGYGGUXLYCA,Ads,IE,F,27,2451900433,1
89484,224781,01/23/2015 1:42 PM,04/10/2015 9:04 AM,110602,19,KYRXHFCUKEHBD,SEO,FireFox,M,21,4199310197,1
11207,222236,01/03/2015 6:24 AM,04/23/2015 12:08 PM,158744,50,TPKQDVQTKKOAN,Ads,Opera,M,25,3627417459,1
114636,245249,05/16/2015 10:49 AM,09/11/2015 5:23 PM,170314,39,EVSACZUBIIMUP,SEO,Chrome,M,30,1631876739,1
73340,161587,01/19/2015 6:29 PM,05/15/2015 5:48 PM,166999,32,CAKGGRCJMRWKZ,Ads,Safari,M,35,2934401822,1
92056,115817,06/19/2015 10:50 AM,09/27/2015 2:18 PM,144208,26,RLIHMZNIYFMXZ,SEO,IE,F,47,748540990.5,1
87391,224230,01/10/2015 4:41 PM,04/03/2015 4:20 PM,119499,12,RRFBZRPOYDVTK,Direct,FireFox,F,20,1129828262,1
149280,105786,01/13/2015 9:51 PM,04/20/2015 3:50 PM,139319,59,TZLYJOORFIDOE,Direct,Safari,M,37,225208629.7,1
134769,168230,06/05/2015 3:22 AM,06/22/2015 8:13 PM,25491,50,KMJSPZGNSQZSA,SEO,Chrome,M,28,710521054.7,1
44738,96635,05/22/2015 9:24 PM,08/03/2015 1:54 PM,104670,14,FRMDXOYCIAPCJ,Ads,Chrome,M,29,2534711287,1
100563,194119,05/10/2015 11:07 PM,08/01/2015 7:07 PM,119280,65,BIFTZGOGRFYEA,Ads,IE,F,25,3587116876,1
118210,112559,01/11/2015 11:12 AM,04/23/2015 4:18 AM,146466,22,IGEMHBKOWIFGB,Direct,IE,F,36,1023120788,1
51324,340845,01/30/2015 12:45 PM,02/28/2015 4:26 PM,41981,62,XWPVAFEVRMFQT,SEO,Opera,M,35,2122930699,1
49502,249303,01/02/2015 10:56 AM,04/04/2015 6:30 AM,132214,43,RHODPAFJYQCFU,SEO,Safari,F,26,3563035457,1
85711,59126,04/02/2015 1:16 AM,04/25/2015 1:55 PM,33879,26,NRSGJGDSGQABV,SEO,IE,F,42,3614635226,1
8049,248757,04/22/2015 3:42 PM,07/20/2015 9:50 AM,127808,43,APODSXLOQGRNG,Ads,IE,M,37,2567678287,1
75487,159860,07/13/2015 2:48 PM,09/26/2015 11:02 AM,107774,63,NSTHUWGDLVYIH,SEO,FireFox,M,25,2213983540,1
118992,223822,01/13/2015 9:52 PM,04/01/2015 3:48 PM,111956,21,ZXWXDFXPVBGUE,SEO,IE,M,23,2700452320,1
4605,394455,04/29/2015 6:40 AM,07/13/2015 2:49 AM,107769,16,KWCTZGSZDOCZT,Ads,IE,M,42,1346799324,1
62029,364734,03/23/2015 6:18 PM,06/26/2015 5:58 AM,136060,27,AQBLVASZSALHR,Ads,Safari,F,20,2371289444,1
92043,363304,08/11/2015 8:49 AM,11/27/2015 12:16 PM,155727,32,BFAHJJZRGDISJ,Ads,IE,F,48,2531870862,1
82338,225282,02/16/2015 7:42 AM,03/07/2015 10:19 PM,28237,16,FASFPQOGAVLQW,SEO,Chrome,M,19,435024458,1
41048,27227,02/19/2015 7:44 PM,03/09/2015 9:46 AM,25322,43,VTSJLWOUMPSSE,SEO,Safari,F,33,1858469604,1
70137,344246,02/07/2015 5:14 PM,05/24/2015 1:01 AM,151667,39,OUTVMVDVJWHRG,SEO,Safari,F,31,168772777.2,1
135658,203401,01/31/2015 6:51 PM,05/08/2015 2:24 PM,139413,20,FFMOAWJKHZBZJ,SEO,Chrome,F,23,2888845643,1
72065,373767,07/31/2015 6:35 AM,11/05/2015 3:53 PM,140238,16,PNPRROQVMKWNM,SEO,Chrome,M,37,1965208455,1
126409,239515,02/20/2015 3:36 PM,05/19/2015 6:07 PM,126871,26,SSEBFZOZEZCQJ,SEO,IE,F,22,951594974.5,1
46731,242465,06/11/2015 10:26 AM,06/17/2015 12:45 AM,8059,32,LIVKNYAXFAVSJ,Ads,Chrome,M,34,4032430284,1
64170,235125,01/16/2015 10:22 PM,03/21/2015 2:51 PM,91709,30,CZXQCONMFUREK,SEO,Safari,M,44,1287516437,1
122713,229068,02/28/2015 4:30 AM,05/25/2015 5:26 AM,123896,49,BQNPBJSVKTGDH,SEO,IE,M,36,1340716262,1
88414,224165,07/15/2015 12:04 PM,11/04/2015 9:12 PM,161828,14,CUDXFYTGTWTEK,Direct,Chrome,M,27,1548142120,1
132132,75739,02/07/2015 9:31 PM,04/19/2015 1:35 PM,101764,19,MFGPATLIFRLNQ,Ads,IE,F,39,238451572.9,1
105479,281468,02/10/2015 1:06 AM,04/18/2015 1:48 PM,97242,12,KANZWUAKJEBKE,Ads,Safari,F,51,63536238.59,1
132656,344306,06/30/2015 2:34 AM,10/24/2015 7:03 AM,167309,51,UYGUOPEHWWXFJ,Ads,Chrome,F,29,3717403133,1
51301,72893,02/21/2015 2:00 PM,06/11/2015 3:14 PM,158474,50,QJKCOVFGAUJRP,SEO,Safari,F,30,1407009922,1
87211,14557,05/16/2015 8:08 AM,07/14/2015 11:24 AM,85156,11,LXKANFPWGARQZ,SEO,FireFox,F,30,846584344.9,1
65524,361049,01/11/2015 1:24 PM,01/18/2015 1:49 PM,10105,79,TWUPUIBAIQVXR,Ads,Chrome,F,27,4093001864,1
45621,277629,07/29/2015 2:57 AM,10/08/2015 9:32 AM,102635,21,HPGTPODUECAOQ,SEO,Opera,M,30,264693379.4,1
37555,316186,07/12/2015 4:50 PM,08/11/2015 4:58 AM,42488,21,MMSZEIISREYDO,Ads,Chrome,M,45,3010065349,1
35647,114457,01/04/2015 2:44 AM,01/04/2015 2:44 AM,0,12,JKVDXLNNLRXCZ,Direct,IE,F,18,4154669703,11
54337,78114,04/14/2015 1:00 AM,05/11/2015 7:54 PM,40014,34,IWECCLBQWITHL,SEO,FireFox,M,27,2546446268,1
32438,168226,06/22/2015 4:58 PM,07/30/2015 7:08 AM,54130,51,KEKVAFQWQHXFX,Direct,IE,F,26,2006020633,1
74026,170062,06/11/2015 4:57 PM,06/14/2015 12:46 AM,3349,51,BLVUDQKKXGALM,Ads,Chrome,M,22,2992572425,1
102847,134234,03/12/2015 6:56 AM,04/11/2015 9:04 PM,44048,37,FBHGHVXRYAPAV,SEO,IE,M,31,3939396373,1
103015,215865,05/12/2015 2:03 PM,08/05/2015 8:24 PM,122781,16,JEUKUWICMOXQU,SEO,Chrome,F,35,2178628047,1
38797,120871,02/14/2015 5:03 PM,03/29/2015 12:31 AM,60928,31,JPJHJLUIXOXZD,Direct,FireFox,M,35,3912856196,1
48649,87310,08/02/2015 7:09 PM,11/26/2015 6:49 AM,166300,43,EBGDEQOGZCWBR,Direct,IE,M,27,2189631316,1
113324,187904,06/21/2015 10:04 AM,08/20/2015 11:55 AM,86511,59,EREAVYALTGAUE,Direct,FireFox,M,44,235487478,1
48491,395093,07/23/2015 2:02 PM,10/22/2015 2:25 PM,131063,14,OUDLZXDTVUYSZ,SEO,IE,F,28,2402349662,1
137590,114740,01/13/2015 3:53 AM,04/17/2015 1:58 PM,135965,26,TBCCHTAFNPAZL,Ads,IE,F,32,2847184658,1
134263,182208,08/03/2015 4:33 PM,09/03/2015 11:31 PM,45058,53,AADSJJXNALPUV,SEO,Chrome,M,38,3707123604,1
